nominative,inessive,type
tiedustelu,tiedustelussa,2
tieteellinen,tieteellisessä,38
tieteily,tieteilyssä,2
tietoinen,tietoisessa,38
tietue,tietueessa,48
tietynlainen,tietynlaisessa,38
tihkuinen,tihkuisessa,38
tihruinen,tihruisessa,38
tiibetiläinen,tiibetiläisessä,38
tiikkinen,tiikkisessä,38
tiilinen,tiilisessä,38
tiine,tiineessä,48
tiirailu,tiirailussa,2
tiistainen,tiistaisessa,38
tiitiäinen,tiitiäisessä,38
tiivis,tiiviissä,41
tiiviste,tiivisteessä,48
tikkaat,–,41
tikkikangas,tikkikankaassa,41
tikkuinen,tikkuisessa,38
tilallinen,tilallisessa,38
tilanne,tilanteessa,48
tilapäinen,tilapäisessä,38
tilasto,tilastossa,2
tilastollinen,tilastollisessa,38
tilavuinen,tilavuisessa,38
tilinpidollinen,tilinpidollisessa,38
tilke,tilkkeessä,48
tilkkanen,tilkkasessa,38
timanttinen,timanttisessa,38
tinainen,tinaisessa,38
tirkistely,tirkistelyssä,2
tislaamo,tislaamossa,2
tisle,tisleessä,48
tissuttelu,tissuttelussa,2
titaaninen,titaanisessa,38
tiukkapipoinen,tiukkapipoisessa,38
todellinen,todellisessa,38
todiste,todisteessa,48
todisteellinen,todisteellisessa,38
todistelu,todistelussa,2
tohelo,tohelossa,2
toilailu,toilailussa,2
toimekas,toimekkaassa,41
toimelias,toimeliaassa,41
toimenpide,toimenpiteessä,48
toimikas,toimikkaassa,41
toiminnallinen,toiminnallisessa,38
toiminne,toiminteessa,48
toimisto,toimistossa,2
toimite,toimitteessa,48
toinen,toisessa,38
toipilas,toipilaassa,41
toisenlainen,toisenlaisessa,38
toisenmoinen,toisenmoisessa,38
toistainen,toistaisessa,38
toiste,toisteessa,48
toive,toiveessa,48
toiveikas,toiveikkaassa,41
tokaisu,tokaisussa,2
tokkurainen,tokkuraisessa,38
toksinen,toksisessa,38
tolstoilainen,tolstoilaisessa,38
tomera,tomerassa,11
tommoinen,tommoisessa,38
tomuinen,tomuisessa,38
tonaalinen,tonaalisessa,38
tonnisto,tonnistossa,2
tonttuilu,tonttuilussa,2
topeliaaninen,topeliaanisessa,38
topografinen,topografisessa,38
toppakangas,toppakankaassa,41
toppuuttelu,toppuuttelussa,2
torailu,torailussa,2
torainen,toraisessa,38
torkahtelu,torkahtelussa,2
torke,torkkeessa,48
tornado,tornadossa,2
torpedo,torpedossa,2
torstainen,torstaisessa,38
torveilu,torveilussa,2
torvelo,torvelossa,2
tosikkomainen,tosikkomaisessa,38
tosite,tositteessa,48
totaalinen,totaalisessa,38
totalitaarinen,totalitaarisessa,38
totalitaristinen,totalitaristisessa,38
totemistinen,totemistisessa,38
totinen,totisessa,38
tottelevainen,tottelevaisessa,38
totunnainen,totunnaisessa,38
totuudellinen,totuudellisessa,38
touhuilu,touhuilussa,2
touhukas,touhukkaassa,41
toukkainen,toukkaisessa,38
toverillinen,toverillisessa,38
traaginen,traagisessa,38
traditionaalinen,traditionaalisessa,38
transgeeninen,transgeenisessä,38
transitiivinen,transitiivisessa,38
transito,transitossa,2
transsendenttinen,transsendenttisessä,38
traumaattinen,traumaattisessa,38
tremolo,tremolossa,2
trendikäs,trendikkäässä,41
trigonometrinen,trigonometrisessa,38
trikoinen,trikoisessa,38
trooppinen,trooppisessa,38
trotskilainen,trotskilaisessa,38
truistinen,truistisessa,38
tsaarillinen,tsaarillisessa,38
tsaristinen,tsaristisessa,38
tšekkiläinen,tšekkiläisessä,38
tuberkuloottinen,tuberkuloottisessa,38
tuhantinen,tuhantisessa,38
tuhkelo,tuhkelossa,2
tuhkimo,tuhkimossa,2
tuhlaavainen,tuhlaavaisessa,38
tuholainen,tuholaisessa,38
tuhruinen,tuhruisessa,38
tuikahtelu,tuikahtelussa,2
tuike,tuikkeessa,48
tuiske,tuiskeessa,48
tuittuilu,tuittuilussa,2
tuke,tukkeessa,48
tukiainen,tukiaisessa,38
tukikangas,tukikankaassa,41
-tukkainen,-tukkaisessa,38
tukkilainen,tukkilaisessa,38
tukkoinen,tukkoisessa,38
tulehduksellinen,tulehduksellisessa,38
tulevainen,tulevaisessa,38
tuliainen,tuliaisessa,38
tulimmainen,tulimmaisessa,38
tulinen,tulisessa,38
tulipalokiire,tulipalokiireessä,48
tulisijallinen,tulisijallisessa,38
tulite,tulitteessa,48
tulkinnallinen,tulkinnallisessa,38
-tuloinen,-tuloisessa,38
tulokas,tulokkaassa,41
tuloksekas,tuloksekkaassa,41
tuloksellinen,tuloksellisessa,38
tulosjohtaminen,tulosjohtamisessa,38
tuloste,tulosteessa,48
tulvainen,tulvaisessa,38
tumake,tumakkeessa,48
tumallinen,tumallisessa,38
tumpelo,tumpelossa,2
tungettelu,tungettelussa,2
tunkeilu,tunkeilussa,2
tunkkainen,tunkkaisessa,38
tunne,tunteessa,48
tunnelmallinen,tunnelmallisessa,38
tunniste,tunnisteessa,48
tunnokas,tunnokkaassa,41
tunnollinen,tunnollisessa,38
tunnuste,tunnusteessa,48
tunnustuksellinen,tunnustuksellisessa,38
tunteellinen,tunteellisessa,38
tunteikas,tunteikkaassa,41
tunteilu,tunteilussa,2
tuntuinen,tuntuisessa,38
tuohinen,tuohisessa,38
tuokkonen,tuokkosessa,38
tuoksuinen,tuoksuisessa,38
tuoksusimake,tuoksusimakkeessa,48
tuollainen,tuollaisessa,38
tuolloinen,tuolloisessa,38
tuomas,tuomaassa,41
tuominen,tuomisessa,38
tuommoinen,tuommoisessa,38
tuonnimmainen,tuonnimmaisessa,38
tuonnoinen,tuonnoisessa,38
tuopillinen,tuopillisessa,38
tuore,tuoreessa,48
tuotannollinen,tuotannollisessa,38
tuote,tuotteessa,48
tuottamuksellinen,tuottamuksellisessa,38
tuottelias,tuotteliaassa,41
tupas,tuppaassa,41
tupellinen,tupellisessa,38
tuppilo,tuppilossa,2
tupruttelu,tupruttelussa,2
tupsullinen,tupsullisessa,38
turboahtimellinen,turboahtimellisessa,38
turbulenttinen,turbulenttisessa,38
turhamainen,turhamaisessa,38
turilas,turilaassa,41
turjake,turjakkeessa,48
turkkilainen,turkkilaisessa,38
turkkilo,turkkilossa,2
turmelu,turmelussa,2
turmiollinen,turmiollisessa,38
turnajaiset,–,38
tursas,tursaassa,41
turvallinen,turvallisessa,38
turve,turpeessa,48
turvekangas,turvekankaassa,41
tuskailu,tuskailussa,2
tuskainen,tuskaisessa,38
tuskallinen,tuskallisessa,38
tutkinnallinen,tutkinnallisessa,38
tutkiskelu,tutkiskelussa,2
tutkistelu,tutkistelussa,2
tuttavallinen,tuttavallisessa,38
tuulas,tuulaassa,41
tuulikangas,tuulikankaassa,41
tuulikankainen,tuulikankaisessa,38
tuulinen,tuulisessa,38
tuulonen,tuulosessa,38
tuumailu,tuumailussa,2
tuumainen,tuumaisessa,38
tweedkangas,tweedkankaassa,41
tweedkankainen,tweedkankaisessa,38
tyhjätaskuinen,tyhjätaskuisessa,38
tyhmistely,tyhmistelyssä,2
tykistö,tykistössä,2
tyllerö,tyllerössä,2
tympönen,tympösessä,38
tynnyrillinen,tynnyrillisessä,38
typekäs,typekkäässä,41
typografinen,typografisessa,38
typologinen,typologisessa,38
typäs,typpäässä,41
tyrannimainen,tyrannimaisessa,38
tyrske,tyrskeessä,48
tyrskyinen,tyrskyisessä,38
tyttömäinen,tyttömäisessä,38
tyttönen,tyttösessä,38
tytöttely,tytöttelyssä,2
tyvekäs,tyvekkäässä,41
tyydyke,tyydykkeessä,48
tyylikäs,tyylikkäässä,41
tyylillinen,tyylillisessä,38
tyylinen,tyylisessä,38
tyypillinen,tyypillisessä,38
tyypittely,tyypittelyssä,2
tyyppinen,tyyppisessä,38
tyyris,tyyriissä,41
tyytyväinen,tyytyväisessä,38
työkiire,työkiireessä,48
työllinen,työllisessä,38
työläinen,työläisessä,38
työläs,työläässä,41
työnjohdollinen,työnjohdollisessa,38
työntely,työntelyssä,2
työntökytkye,työntökytkyeessä,48
työskentely,työskentelyssä,2
työssäoppiminen,työssäoppimisessa,38
työsuojelullinen,työsuojelullisessa,38
työteliäs,työteliäässä,41
tädittely,tädittelyssä,2
tädyke,tädykkeessä,48
tähde,tähteessä,48
tähdekäs,tähdekkäässä,41
tähdellinen,tähdellisessä,38
tähdikäs,tähdikkäässä,41
tähdistö,tähdistössä,2
tähtimäinen,tähtimäisessä,38
tähtimö,tähtimössä,2
tähtinen,tähtisessä,38
tähtönen,tähtösessä,38
tähyily,tähyilyssä,2
tähystely,tähystelyssä,2
tähänastinen,tähänastisessa,38
täkäläinen,täkäläisessä,38
täkänä,täkänässä,11
tällainen,tällaisessa,38
tällöinen,tällöisessä,38
tämmöinen,tämmöisessä,38
tämänlainen,tämänlaisessa,38
tämänmoinen,tämänmoisessa,38
tännimmäinen,tännimmäisessä,38
tänäinen,tänäisessä,38
täplikäs,täplikkäässä,41
täpläinen,täpläisessä,38
tärkeily,tärkeilyssä,2
tärähtely,tärähtelyssä,2
täsmällinen,täsmällisessä,38
tätimäinen,tätimäisessä,38
täydellinen,täydellisessä,38
täysihoitolainen,täysihoitolaisessa,38
täysinäinen,täysinäisessä,38
täyskanttinen,täyskanttisessa,38
täyte,täytteessä,48
täyteinen,täyteisessä,38
täyteläinen,täyteläisessä,38
täytinen,täytisessä,38
täytteellinen,täytteellisessä,38
täytteinen,täytteisessä,38
töhryinen,töhryisessä,38
tökerö,tökerössä,2
tölkillinen,tölkillisessä,38
töllistely,töllistelyssä,2
tölväisy,tölväisyssä,2
tönäisy,tönäisyssä,2
töppäily,töppäilyssä,2
töppöily,töppöilyssä,2
töppönen,töppösessä,38
törkeily,törkeilyssä,2
törkyinen,törkyisessä,38
törmäily,törmäilyssä,2
törmänne,törmänteessä,48
törppöily,törppöilyssä,2
törttöily,törttöilyssä,2
tötterö,tötterössä,2
töyhdöllinen,töyhdöllisessä,38
töyränne,töyränteessä,48
töyräs,töyräässä,41
töyssähtely,töyssähtelyssä,2
töytäisy,töytäisyssä,2
ufoilu,ufoilussa,2
ugrilainen,ugrilaisessa,38
uhittelu,uhittelussa,2
uhkailu,uhkailussa,2
uhmainen,uhmaisessa,38
uhmakas,uhmakkaassa,41
uhrautuvainen,uhrautuvaisessa,38
uinailu,uinailussa,2
uistelu,uistelussa,2
uivelo,uivelossa,2
ujoilu,ujoilussa,2
ujostelu,ujostelussa,2
ukkonen,ukkosessa,38
ukrainalainen,ukrainalaisessa,38
uljas,uljaassa,41
ulkoilu,ulkoilussa,2
ulkoinen,ulkoisessa,38
ulkolainen,ulkolaisessa,38
ulkomainen,ulkomaisessa,38
ulkonainen,ulkonaisessa,38
uloimmainen,uloimmaisessa,38
uloke,ulokkeessa,48
ulommainen,ulommaisessa,38
uloste,ulosteessa,48
ulotteikas,ulotteikkaassa,41
umpieritteinen,umpieritteisessä,38
umpimähkäinen,umpimähkäisessä,38
umpinainen,umpinaisessa,38
unelias,uneliaassa,41
uninen,unisessa,38
universaalinen,universaalisessa,38
unkarilainen,unkarilaisessa,38
unohtavainen,unohtavaisessa,38
unohtelu,unohtelussa,2
untuvainen,untuvaisessa,38
untuvakangas,untuvakankaassa,41
upokas,upokkaassa,41
upote,upotteessa,48
upotteinen,upotteisessa,38
uralilainen,uralilaisessa,38
urbaaninen,urbaanisessa,38
urheilu,urheilussa,2
urheilullinen,urheilullisessa,38
urhoollinen,urhoollisessa,38
urologinen,urologisessa,38
urpiainen,urpiaisessa,38
usalainen,usalaisessa,38
useammanlainen,useammanlaisessa,38
useanlainen,useanlaisessa,38
uskalias,uskaliaassa,41
-uskoinen,-uskoisessa,38
uskollinen,uskollisessa,38
uskonnollinen,uskonnollisessa,38
uskovainen,uskovaisessa,38
usvainen,usvaisessa,38
utelias,uteliaassa,41
utelu,utelussa,2
utilitaristinen,utilitaristisessa,38
utooppinen,utooppisessa,38
utopistinen,utopistisessa,38
utuinen,utuisessa,38
uudenlainen,uudenlaisessa,38
uudestisyntyminen,uudestisyntymisessä,38
uumoilu,uumoilussa,2
uunillinen,uunillisessa,38
uuras,uuraassa,41
uurre,uurteessa,48
uurteellinen,uurteellisessa,38
uurteinen,uurteisessa,38
uusiseelantilainen,uusiseelantilaisessa,38
uusitestamentillinen,uusitestamentillisessa,38
uute,uutteessa,48
uutinen,uutisessa,38
uutukainen,uutukaisessa,38
vaade,vaateessa,48
vaahdote,vaahdotteessa,48
vaahtoinen,vaahtoisessa,38
vaaksiainen,vaaksiaisessa,38
vaapsahainen,vaapsahaisessa,38
vaarainen,vaaraisessa,38
vaarallinen,vaarallisessa,38
vaate,vaatteessa,48
vaatehtimo,vaatehtimossa,2
vaatelias,vaateliaassa,41
vaativainen,vaativaisessa,38
vadillinen,vadillisessa,38
vaeltelu,vaeltelussa,2
vaginaalinen,vaginaalisessa,38
vahakangas,vahakankaassa,41
vahakas,vahakkaassa,41
vahingollinen,vahingollisessa,38
vahvero,vahverossa,2
vahvike,vahvikkeessa,48
vahviste,vahvisteessa,48
vahvuinen,vahvuisessa,38
vaihde,vaihteessa,48
vaihdokas,vaihdokkaassa,41
vaihe,vaiheessa,48
vaiheikas,vaiheikkaassa,41
vaiheittainen,vaiheittaisessa,38
vaihtelu,vaihtelussa,2
vaikeaselkoinen,vaikeaselkoisessa,38
vaikute,vaikutteessa,48
vaillinainen,vaillinaisessa,38
vainolainen,vainolaisessa,38
vaistomainen,vaistomaisessa,38
vaitelias,vaiteliaassa,41
vaitonainen,vaitonaisessa,38
vaivainen,vaivaisessa,38
vaivalloinen,vaivalloisessa,38
vaivero,vaiverossa,2
vaivihkainen,vaivihkaisessa,38
vajanainen,vajanaisessa,38
vajauksellinen,vajauksellisessa,38
vajavainen,vajavaisessa,38
vaje,vajeessa,48
vakainen,vakaisessa,38
vakallinen,vakallisessa,38
vakaumuksellinen,vakaumuksellisessa,38
vakinainen,vakinaisessa,38
vakioinen,vakioisessa,38
vakiovarusteinen,vakiovarusteisessa,38
vakituinen,vakituisessa,38
vakoilu,vakoilussa,2
vakuudellinen,vakuudellisessa,38
vakuuttelu,vakuuttelussa,2
valaisu,valaisussa,2
valallinen,valallisessa,38
valannainen,valannaisessa,38
valapattoinen,valapattoisessa,38
valas,valaassa,41
vale,valeessa,48
valehtelu,valehtelussa,2
valelu,valelussa,2
valhe,valheessa,48
valheellinen,valheellisessa,38
valimo,valimossa,2
valinnainen,valinnaisessa,38
valittelu,valittelussa,2
valjaat,–,41
valkaisimo,valkaisimossa,2
valkaisu,valkaisussa,2
valkohapsinen,valkohapsisessa,38
valkohehkuinen,valkohehkuisessa,38
valkoinen,valkoisessa,38
valkokangas,valkokankaassa,41
valkolainen,valkolaisessa,38
valkuainen,valkuaisessa,38
vallonilainen,vallonilaisessa,38
valmis,valmiissa,41
valmistamo,valmistamossa,2
valmiste,valmisteessa,48
valmistelu,valmistelussa,2
valokuvamainen,valokuvamaisessa,38
valpas,valppaassa,41
valssaamo,valssaamossa,2
valtainen,valtaisessa,38
valtias,valtiaassa,41
valtimo,valtimossa,2
valtiollinen,valtiollisessa,38
valtuusto,valtuustossa,2
valve,valveessa,48
valvojaiset,–,38
valvomo,valvomossa,2
vammainen,vammaisessa,38
vanamo,vanamossa,2
vanerinen,vanerisessa,38
vanhatestamentillinen,vanhatestamentillisessa,38
vanhoillinen,vanhoillisessa,38
vanhurskas,vanhurskaassa,41
vannas,vantaassa,41
vanne,vanteessa,48
vannike,vannikkeessa,48
vanttera,vantterassa,11
vantus,vanttuussa,41
vanukas,vanukkaassa,41
vapaalippulainen,vapaalippulaisessa,38
varaamo,varaamossa,2
varainen,-varaisessa,38
varakas,varakkaassa,41
varas,varkaassa,41
varastelu,varastelussa,2
varasto,varastossa,2
varauksellinen,varauksellisessa,38
varauksinen,varauksisessa,38
varhainen,varhaisessa,38
varhaistoteaminen,varhaistoteamisessa,38
variste,varisteessa,48
varistelu,varistelussa,2
varjelu,varjelussa,2
varjoinen,varjoisessa,38
varmenne,varmenteessa,48
varmiste,varmisteessa,48
varmistelu,varmistelussa,2
varoittelu,varoittelussa,2
varoke,varokkeessa,48
varovainen,varovaisessa,38
varpaiset,–,38
varpajaiset,–,38
varpunen,varpusessa,38
varras,vartaassa,41
varrekas,varrekkaassa,41
varrellinen,varrellisessa,38
varsinainen,varsinaisessa,38
varsisto,varsistossa,2
vartalo,vartalossa,2
vartavastinen,vartavastisessa,38
varte,vartteessa,48
varustamo,varustamossa,2
varuste,varusteessa,48
varustelu,varustelussa,2
varvas,varpaassa,41
varvisto,varvistossa,2
varvusto,varvustossa,2
vasemmistolainen,vasemmistolaisessa,38
vasikkamainen,vasikkamaisessa,38
vasituinen,vasituisessa,38
vaskinen,vaskisessa,38
vaskulaarinen,vaskulaarisessa,38
vasomotorinen,vasomotorisessa,38
vastaanottajaiset,—,38
vastaanottavainen,vastaanottavaisessa,38
vastaavanlainen,vastaavanlaisessa,38
vastahakoinen,vastahakoisessa,38
vastahankainen,vastahankaisessa,38
vastainen,vastaisessa,38
vastake,vastakkeessa,48
vastakkainen,vastakkaisessa,38
vaste,vasteessa,48
vastike,vastikkeessa,48
vastikkeellinen,vastikkeellisessa,38
vastine,vastineessa,48
vastuksellinen,vastuksellisessa,38
vastustelu,vastustelussa,2
vastuullinen,vastuullisessa,38
vatjalainen,vatjalaisessa,38
vatsakas,vatsakkaassa,41
vatsastapuhuminen,vatsastapuhumisessa,38
vauhdikas,vauhdikkaassa,41
vauhdillinen,vauhdillisessa,38
vauhkoilu,vauhkoilussa,2
vaunulastillinen,vaunulastillisessa,38
vaununlastillinen,vaununlastillisessa,38
vauras,vauraassa,41
vedekäs,vedekkäässä,41
vedike,vedikkeessä,48
vegetaarinen,vegetaarisessa,38
vegetatiivinen,vegetatiivisessa,38
vehje,vehkeessä,48
vehkeily,vehkeilyssä,2
vehmas,vehmaassa,41
vehnäinen,vehnäisessä,38
vehnänen,vehnäsessä,38
veikistely,veikistelyssä,2
veikkailu,veikkailussa,2
veikkonen,veikkosessa,38
veistely,veistelyssä,2
veistoksellinen,veistoksellisessa,38
veistämö,veistämössä,2
veiterä,veiterässä,11
veitikkamainen,veitikkamaisessa,38
velallinen,velallisessa,38
veljeily,veljeilyssä,2
veljellinen,veljellisessä,38
veljestö,veljestössä,2
veljistö,veljistössä,2
velkainen,velkaisessa,38
velmuilu,velmuilussa,2
velttoilu,velttoilussa,2
velvoite,velvoitteessa,48
velvollinen,velvollisessa,38
vene,veneessä,48
veneerinen,veneerisessä,38
veneily,veneilyssä,2
venelastillinen,venelastillisessa,38
venerologinen,venerologisessa,38
venhe,venheessä,48
venkoilu,venkoilussa,2
venonen,venosessa,38
venyke,venykkeessä,48
venäläinen,venäläisessä,38
vepsäläinen,vepsäläisessä,38
verbaalinen,verbaalisessa,38
verekäs,verekkäässä,41
verhoilu,verhoilussa,2
verhoilukangas,verhoilukankaassa,41
verhokangas,verhokankaassa,41
verhoomo,verhoomossa,2
verinen,verisessä,38
verkainen,verkaisessa,38
verkkainen,verkkaisessa,38
verkkokangas,verkkokankaassa,41
verkosto,verkostossa,2
veroinen,veroisessa,38
verollinen,verollisessa,38
veronalainen,veronalaisessa,38
verotuksellinen,verotuksellisessa,38
verrannollinen,verrannollisessa,38
verryttely,verryttelyssä,2
verstas,verstaassa,41
vertailu,vertailussa,2
vertainen,vertaisessa,38
vertikaalinen,vertikaalisessa,38
veruke,verukkeessa,48
vesakkoinen,vesakkoisessa,38
vesikauhuinen,vesikauhuisessa,38
vesinen,vesisessä,38
vesistö,vesistössä,2
vesistöinen,vesistöisessä,38
vetehinen,vetehisessä,38
vetely,vetelyssä,2
vetinen,vetisessä,38
vetistely,vetistelyssä,2
vetoinen,vetoisessa,38
vetäisy,vetäisyssä,2
viallinen,viallisessa,38
viehe,vieheessä,48
viekas,viekkaassa,41
viekastelu,viekastelussa,2
viekoittelu,viekoittelussa,2
vieminen,viemisessä,38
vierailu,vierailussa,2
vieras,vieraassa,41
viereinen,viereisessä,38
vierekkäinen,vierekkäisessä,38
vierre,vierteessä,48
viettely,viettelyssä,2
vietävänmoinen,vietävänmoisessa,38
vihainen,vihaisessa,38
viheliäinen,viheliäisessä,38
vihjailu,vihjailussa,2
vihje,vihjeessä,48
vihkiäiset,–,38
vihkollinen,vihkollisessa,38
vihkonen,vihkosessa,38
vihlaisu,vihlaisussa,2
vihmainen,vihmaisessa,38
vihne,vihneessa,48
vihoittelu,vihoittelussa,2
viholainen,viholaisessa,38
vihollinen,vihollisessa,38
vihulainen,vihulaisessa,38
viihde,viihteessä,48
viihdyke,viihdykkeessä,48
viihdyte,viihdytteessä,48
viihteellinen,viihteellisessä,38
viikate,viikatteessa,48
viikoittainen,viikoittaisessa,38
viiksekäs,viiksekkäässä,41
viiksikäs,viiksikkäässä,41
viileke,viilekkeessä,48
viileskely,viileskelyssä,2
viille,viilteessä,48
viimainen,viimaisessa,38
viimeinen,viimeisessä,38
viimeiste,viimeisteessä,48
viimeistely,viimeistelyssä,2
viinainen,viinaisessa,38
viipale,viipaleessa,48
viiriäinen,viiriäisessä,38
viiruinen,viiruisessa,38
viirukas,viirukkaassa,41
viirullinen,viirullisessa,38
viisas,viisaassa,41
viisastelu,viisastelussa,2
viiste,viisteessä,48
viite,viitteessä,48
viitonen,viitosessa,38
viitseliäs,viitseliäässä,41
viittauksellinen,viittauksellisessa,38
viitteellinen,viitteellisessä,38
viittoilu,viittoilussa,2
viivallinen,viivallisessa,38
viivasto,viivastossa,2
viive,viipeessä,48
viivyttely,viivyttelyssä,2
viivästely,viivästelyssä,2
vikittely,vikittelyssä,2
viktoriaaninen,viktoriaanisessa,38
viljely,viljelyssä,2
vilkahtelu,vilkahtelussa,2
vilkaisu,vilkaisussa,2
vilkas,vilkkaassa,41
vilke,vilkkeessä,48
vilkuilu,vilkuilussa,2
villainen,villaisessa,38
villakangas,villakankaassa,41
villakankainen,villakankaisessa,38
vilpas,vilppaassa,41
vilpillinen,vilpillisessä,38
vilpistely,vilpistelyssä,2
vilpoinen,vilpoisessa,38
vilske,vilskeessä,48
viluinen,viluisessa,38
vilvoittelu,vilvoittelussa,2
vimmainen,vimmaisessa,38
vinkaisu,vinkaisussa,2
vinoilu,vinoilussa,2
vinoittainen,vinoittaisessa,38
vinokas,vinokkaassa,41
vinottainen,vinottaisessa,38
virallinen,virallisessa,38
vire,vireessä,48
virhe,virheessä,48
virheellinen,virheellisessä,38
virike,virikkeessä,48
virikkeellinen,virikkeellisessä,38
virikkeinen,virikkeisessä,38
virkaanasettajaiset,—,38
virkaanastujaiset,—,38
virkamiesmäinen,virkamiesmäisessä,38
virke,virkkeessä,48
virkiste,virkisteessä,48
virne,virneessä,48
virnistely,virnistelyssä,2
virolainen,virolaisessa,38
virologinen,virologisessa,38
virtainen,virtaisessa,38
virtuoosimainen,virtuoosimaisessa,38
virtuoosinen,virtuoosisessa,38
virvoke,virvokkeessa,48
visailu,visailussa,2
visainen,visaisessa,38
visionaarinen,visionaarisessa,38
visionäärinen,visionäärisessä,38
viskely,viskelyssä,2
viskoosinen,viskoosisessa,38
visuaalinen,visuaalisessa,38
visvainen,visvaisessa,38
vitaalinen,vitaalisessa,38
vitalistinen,vitalistisessa,38
vitamiinikas,vitamiinikkaassa,41
vitkallinen,vitkallisessa,38
vitkastelu,vitkastelussa,2
vitkuttelu,vitkuttelussa,2
vitonen,vitosessa,38
vitsailu,vitsailussa,2
vitsikäs,vitsikkäässä,41
vittuilu,vittuilussa,2
vittumainen,vittumaisessa,38
viuhkamainen,viuhkamaisessa,38
viuhke,viuhkeessa,48
vivahde,vivahteessa,48
vivahduksekas,vivahduksekkaassa,41
vivahteikas,vivahteikkaassa,41
vivahteinen,vivahteisessa,38
vivipaarinen,vivipaarisessa,38
vohvelikangas,vohvelikankaassa,41
voide,voiteessa,48
voihkaisu,voihkaisussa,2
voihke,voihkeessa,48
voimailu,voimailussa,2
voimakas,voimakkaassa,41
voimallinen,voimallisessa,38
voimistelu,voimistelussa,2
voinen,voisessa,38
voitelu,voitelussa,2
voitokas,voitokkaassa,41
voitollinen,voitollisessa,38
voivottelu,voivottelussa,2
vokottelu,vokottelussa,2
volgalainen,volgalaisessa,38
vonkale,vonkaleessa,48
vouhake,vouhakkeessa,48
vulkaaninen,vulkaanisessa,38
vuode,vuoteessa,48
vuohikas,vuohikkaassa,41
vuohinen,vuohisessa,38
vuokraamo,vuokraamossa,2
vuokralainen,vuokralaisessa,38
vuolas,vuolaassa,41
vuoliainen,vuoliaisessa,38
vuolle,vuolteessa,48
vuonoinen,vuonoisessa,38
vuorikangas,vuorikankaassa,41
vuorillinen,vuorillisessa,38
vuorinen,vuorisessa,38
vuoristo,vuoristossa,2
vuoristoinen,vuoristoisessa,38
vuoristolainen,vuoristolaisessa,38
vuoroittainen,vuoroittaisessa,38
vuorottelu,vuorottelussa,2
vuosittainen,vuosittaisessa,38
-vuotias,-vuotiaassa,41
-vuotinen,-vuotisessa,38
vuotuinen,vuotuisessa,38
vyöhyke,vyöhykkeessä,48
vyöhykkeinen,vyöhykkeisessä,38
vyöllinen,vyöllisessä,38
vyöte,vyötteessä,48
vyötiäinen,vyötiäisessä,38
vyötäiset,—,38
vyötärö,vyötärössä,2
-vyötäröinen,-vyötäröisessä,38
väekäs,väekkäässä,41
väestö,väestössä,2
väestöllinen,väestöllisessä,38
vähittäinen,vähittäisessä,38
vähähappinen,vähähappisessa,38
vähäinen,vähäisessä,38
vähäpätöinen,vähäpätöisessä,38
väite,väitteessä,48
väittely,väittelyssä,2
väittäjäiset,—,38
väive,väiveessä,48
väkevyinen,väkevyisessä,38
väkevöite,väkevöitteessä,48
väkinäinen,väkinäisessä,38
väkisinmakaaminen,väkisinmakaamisessa,38
väkänen,väkäsessä,38
väkäsellinen,väkäsellisessä,38
välike,välikkeessä,48
välillinen,välillisessä,38
väline,välineessä,48
välineellinen,välineellisessä,38
välinen,välisessä,38
välke,välkkeessä,48
välähdyksellinen,välähdyksellisessä,38
välähtely,välähtelyssä,2
väläyksellinen,väläyksellisessä,38
väre,väreessä,48
värikäs,värikkäässä,41
värillinen,värillisessä,38
värinen,värisessä,38
värjäämö,värjäämössä,2
värve,värveessä,48
värähtely,värähtelyssä,2
väänne,väänteessä,48
vääntely,vääntelyssä,2
vääristely,vääristelyssä,2
yhdeksäinen,yhdeksäisessä,38
yhdenlainen,yhdenlaisessa,38
yhdiste,yhdisteessä,48
yhdistely,yhdistelyssä,2
yhdysvaltalainen,yhdysvaltalaisessa,38
yhteinen,yhteisessä,38
yhteisesiintyminen,yhteisesiintymisessä,38
yhteisö,yhteisössä,2
yhteisöasuminen,yhteisöasumisessa,38
yhteisöllinen,yhteisöllisessä,38
yhtenäinen,yhtenäisessä,38
yhtye,yhtyeessä,48
yhtäkkinen,yhtäkkisessä,38
yhtäläinen,yhtäläisessä,38
yhtälö,yhtälössä,2
ykkönen,ykkösessä,38
-yksikköinen,-yksikköisessä,38
yksikotinen,yksikotisessa,38
yksiköllinen,yksiköllisessä,38
yksilappeinen,yksilappeisessa,38
yksilö,yksilössä,2
yksilöllinen,yksilöllisessä,38
yksinäinen,yksinäisessä,38
yksitoikkoinen,yksitoikkoisessa,38
yksittäinen,yksittäisessä,38
yksituumainen,yksituumaisessa,38
yksityinen,yksityisessä,38
yksivaimoinen,yksivaimoisessa,38
yleinen,yleisessä,38
yleisö,yleisössä,2
yleisöesiintyminen,yleisöesiintymisessä,38
ylellinen,ylellisessä,38
ylenkatseellinen,ylenkatseellisessa,38
ylenpalttinen,ylenpalttisessa,38
ylhäinen,ylhäisessä,38
ylhäisö,ylhäisössä,2
ylijäämäinen,ylijäämäisessä,38
ylimalkainen,ylimalkaisessa,38
ylimmäinen,ylimmäisessä,38
ylimyksellinen,ylimyksellisessä,38
ylinen,ylisessä,38
